codigo_ibge,candidaturas,nome_municipio,capital,sigla_uf,feminino,masculino,prop_feminino
2106672,3,MILAGRES DO MARANHÃO,0,MA,1,2,0.3333333333333333
2106706,2,MIRADOR,0,MA,1,1,0.5
2106755,3,MIRANDA DO NORTE,0,MA,1,2,0.3333333333333333
2106805,3,MIRINZAL,0,MA,0,3,0
2106904,3,MONÇÃO,0,MA,1,2,0.3333333333333333
2107001,5,MONTES ALTOS,0,MA,1,4,0.2
2107100,3,MORROS,0,MA,0,3,0
2107209,3,NINA RODRIGUES,0,MA,1,2,0.3333333333333333
2107258,2,NOVA COLINAS,0,MA,0,2,0
2107308,2,NOVA IORQUE,0,MA,1,1,0.5
2107357,3,NOVA OLINDA DO MARANHÃO,0,MA,2,1,0.6666666666666666
2107407,2,OLHO D'ÁGUA DAS CUNHÃS,0,MA,1,1,0.5
2107456,3,OLINDA NOVA DO MARANHÃO,0,MA,3,0,1
2107506,7,PAÇO DO LUMIAR,0,MA,2,5,0.2857142857142857
2107605,2,PALMEIRÂNDIA,0,MA,0,2,0
2107704,3,PARAIBANO,0,MA,1,2,0.3333333333333333
2107803,4,PARNARAMA,0,MA,0,4,0
2107902,2,PASSAGEM FRANCA,0,MA,0,2,0
2108009,2,PASTOS BONS,0,MA,0,2,0
2108058,4,PAULINO NEVES,0,MA,1,3,0.25
2108108,2,PAULO RAMOS,0,MA,0,2,0
2108207,6,PEDREIRAS,0,MA,1,5,0.16666666666666666
2108256,6,PEDRO DO ROSÁRIO,0,MA,1,5,0.16666666666666666
2108306,4,PENALVA,0,MA,1,3,0.25
2108405,4,PERI MIRIM,0,MA,1,3,0.25
2108454,2,PERITORÓ,0,MA,0,2,0
2108504,2,PINDARÉ-MIRIM,0,MA,1,1,0.5
2108603,5,PINHEIRO,0,MA,1,4,0.2
2108702,3,PIO XII,0,MA,1,2,0.3333333333333333
2108801,4,PIRAPEMAS,0,MA,0,4,0
2108900,3,POÇÃO DE PEDRAS,0,MA,0,3,0
2109007,3,PORTO FRANCO,0,MA,0,3,0
2109056,3,PORTO RICO DO MARANHÃO,0,MA,1,2,0.3333333333333333
2109106,3,PRESIDENTE DUTRA,0,MA,0,3,0
2109205,3,PRESIDENTE JUSCELINO,0,MA,0,3,0
2109239,2,PRESIDENTE MÉDICI,0,MA,1,1,0.5
2109270,4,PRESIDENTE SARNEY,0,MA,1,3,0.25
2109304,5,PRESIDENTE VARGAS,0,MA,4,1,0.8
2109403,3,PRIMEIRA CRUZ,0,MA,0,3,0
2109452,4,RAPOSA,0,MA,2,2,0.5
2109502,3,RIACHÃO,0,MA,0,3,0
2109551,4,RIBAMAR FIQUENE,0,MA,1,3,0.25
2109601,4,ROSÁRIO,0,MA,0,4,0
2109700,2,SAMBAÍBA,0,MA,2,0,1
2109759,2,SANTA FILOMENA DO MARANHÃO,0,MA,0,2,0
2109809,4,SANTA HELENA,0,MA,0,4,0
2109908,7,SANTA INÊS,0,MA,1,6,0.14285714285714285
2110005,5,SANTA LUZIA,0,MA,2,3,0.4
2110039,4,SANTA LUZIA DO PARUÁ,0,MA,2,2,0.5
2110104,4,SANTA QUITÉRIA DO MARANHÃO,0,MA,2,2,0.5
2110203,2,SANTA RITA,0,MA,0,2,0
2110237,3,SANTANA DO MARANHÃO,0,MA,1,2,0.3333333333333333
2110278,4,SANTO AMARO DO MARANHÃO,0,MA,0,4,0
2110302,3,SANTO ANTÔNIO DOS LOPES,0,MA,0,3,0
2110401,3,SÃO BENEDITO DO RIO PRETO,0,MA,0,3,0
2110500,6,SÃO BENTO,0,MA,0,6,0
2110609,4,SÃO BERNARDO,0,MA,0,4,0
2110658,2,SÃO DOMINGOS DO AZEITÃO,0,MA,0,2,0
2110708,3,SÃO DOMINGOS DO MARANHÃO,0,MA,0,3,0
2110807,2,SÃO FÉLIX DE BALSAS,0,MA,0,2,0
2110856,3,SÃO FRANCISCO DO BREJÃO,0,MA,0,3,0
2110906,2,SÃO FRANCISCO DO MARANHÃO,0,MA,0,2,0
2111003,5,SÃO JOÃO BATISTA,0,MA,0,5,0
2111029,3,SÃO JOÃO DO CARÚ,0,MA,0,3,0
2111052,3,SÃO JOÃO DO PARAÍSO,0,MA,0,3,0
2111078,3,SÃO JOÃO DO SOTER,0,MA,1,2,0.3333333333333333
2111102,2,SÃO JOÃO DOS PATOS,0,MA,1,1,0.5
2111201,6,SÃO JOSÉ DE RIBAMAR,0,MA,0,6,0
2111250,3,SÃO JOSÉ DOS BASÍLIOS,0,MA,0,3,0
2111300,12,SÃO LUÍS,1,MA,0,12,0
2111409,3,SÃO LUÍS GONZAGA DO MARANHÃO,0,MA,1,2,0.3333333333333333
2111508,4,SÃO MATEUS DO MARANHÃO,0,MA,0,4,0
2111532,5,SÃO PEDRO DA ÁGUA BRANCA,0,MA,2,3,0.4
2111573,2,SÃO PEDRO DOS CRENTES,0,MA,1,1,0.5
2111607,3,SÃO RAIMUNDO DAS MANGABEIRAS,0,MA,0,3,0
2111631,2,SÃO RAIMUNDO DO DOCA BEZERRA,0,MA,0,2,0
2111672,3,SÃO ROBERTO,0,MA,0,3,0
2111706,4,SÃO VICENTE FERRER,0,MA,0,4,0
2111722,2,SATUBINHA,0,MA,0,2,0
2111748,2,SENADOR ALEXANDRE COSTA,0,MA,0,2,0
2111763,4,SENADOR LA ROCQUE,0,MA,1,3,0.25
2111789,2,SERRANO DO MARANHÃO,0,MA,2,0,1
2111805,3,SÍTIO NOVO,0,MA,1,2,0.3333333333333333
2111904,5,SUCUPIRA DO NORTE,0,MA,1,4,0.2
2111953,3,SUCUPIRA DO RIACHÃO,0,MA,1,2,0.3333333333333333
2112001,3,TASSO FRAGOSO,0,MA,2,1,0.6666666666666666
2112100,5,TIMBIRAS,0,MA,1,4,0.2
2112209,6,TIMON,0,MA,3,3,0.5
2112233,2,TRIZIDELA DO VALE,0,MA,0,2,0
2112274,4,TUFILÂNDIA,0,MA,1,3,0.25
2112308,2,TUNTUM,0,MA,0,2,0
2112407,6,TURIAÇU,0,MA,1,5,0.16666666666666666
2112456,5,TURILÂNDIA,0,MA,0,5,0
2112506,9,TUTÓIA,0,MA,3,6,0.3333333333333333
2112605,4,URBANO SANTOS,0,MA,0,4,0
2112704,3,VARGEM GRANDE,0,MA,0,3,0
2112803,7,VIANA,0,MA,1,6,0.14285714285714285
2112852,3,VILA NOVA DOS MARTÍRIOS,0,MA,1,2,0.3333333333333333
2112902,5,VITÓRIA DO MEARIM,0,MA,2,3,0.4
2113009,4,VITORINO FREIRE,0,MA,1,3,0.25
2114007,3,ZÉ DOCA,0,MA,1,2,0.3333333333333333
3100104,2,ABADIA DOS DOURADOS,0,MG,0,2,0
3100203,5,ABAETÉ,0,MG,1,4,0.2
3100302,2,ABRE CAMPO,0,MG,0,2,0
3100401,3,ACAIACA,0,MG,0,3,0
3100500,3,AÇUCENA,0,MG,0,3,0
3100609,4,ÁGUA BOA,0,MG,0,4,0
3100708,3,ÁGUA COMPRIDA,0,MG,0,3,0
3100807,1,AGUANIL,0,MG,0,1,0
3100906,6,ÁGUAS FORMOSAS,0,MG,0,6,0
3101003,5,ÁGUAS VERMELHAS,0,MG,0,5,0
3101102,4,AIMORÉS,0,MG,0,4,0
3101201,4,AIURUOCA,0,MG,0,4,0
3101300,1,ALAGOA,0,MG,0,1,0
3101409,2,ALBERTINA,0,MG,1,1,0.5
3101508,4,ALÉM PARAÍBA,0,MG,0,4,0
3101607,8,ALFENAS,0,MG,0,8,0
3101631,4,ALFREDO VASCONCELOS,0,MG,1,3,0.25
3101706,3,ALMENARA,0,MG,1,2,0.3333333333333333
3101805,3,ALPERCATA,0,MG,0,3,0
3101904,3,ALPINÓPOLIS,0,MG,0,3,0
3102001,2,ALTEROSA,0,MG,0,2,0
3102050,3,ALTO CAPARAÓ,0,MG,0,3,0
3153509,3,ALTO JEQUITIBÁ,0,MG,0,3,0
3102100,3,ALTO RIO DOCE,0,MG,0,3,0
3102209,2,ALVARENGA,0,MG,0,2,0
3102308,3,ALVINÓPOLIS,0,MG,0,3,0
3102407,4,ALVORADA DE MINAS,0,MG,1,3,0.25
3102506,3,AMPARO DO SERRA,0,MG,0,3,0
3102605,3,ANDRADAS,0,MG,2,1,0.6666666666666666
3102803,2,ANDRELÂNDIA,0,MG,0,2,0
3102852,3,ANGELÂNDIA,0,MG,1,2,0.3333333333333333
3102902,4,ANTÔNIO CARLOS,0,MG,1,3,0.25
3103009,3,ANTÔNIO DIAS,0,MG,0,3,0
3103108,2,ANTÔNIO PRADO DE MINAS,0,MG,0,2,0
3103207,4,ARAÇAÍ,0,MG,0,4,0
3103306,2,ARACITABA,0,MG,1,1,0.5
3103405,4,ARAÇUAÍ,0,MG,1,3,0.25
3103504,8,ARAGUARI,0,MG,0,8,0
3103603,2,ARANTINA,0,MG,0,2,0
3103702,1,ARAPONGA,0,MG,0,1,0
3103751,3,ARAPORÃ,0,MG,1,2,0.3333333333333333
3103801,3,ARAPUÁ,0,MG,0,3,0
3103900,5,ARAÚJOS,0,MG,1,4,0.2
3104007,6,ARAXÁ,0,MG,2,4,0.3333333333333333
3104106,3,ARCEBURGO,0,MG,0,3,0
3104205,3,ARCOS,0,MG,0,3,0
3104304,3,AREADO,0,MG,0,3,0
3104403,2,ARGIRITA,0,MG,0,2,0
3104452,3,ARICANDUVA,0,MG,0,3,0
3104502,2,ARINOS,0,MG,0,2,0
3104601,2,ASTOLFO DUTRA,0,MG,0,2,0
3104700,3,ATALÉIA,0,MG,0,3,0
3104809,3,AUGUSTO DE LIMA,0,MG,0,3,0
3104908,3,BAEPENDI,0,MG,0,3,0
3105004,7,BALDIM,0,MG,1,6,0.14285714285714285
3105103,4,BAMBUÍ,0,MG,1,3,0.25
3105202,2,BANDEIRA,0,MG,0,2,0
3105301,2,BANDEIRA DO SUL,0,MG,0,2,0
3105400,3,BARÃO DE COCAIS,0,MG,0,3,0
3105509,2,BARÃO DE MONTE ALTO,0,MG,0,2,0
3105608,9,BARBACENA,0,MG,1,8,0.1111111111111111
3105707,2,BARRA LONGA,0,MG,0,2,0
3105905,3,BARROSO,0,MG,0,3,0
3106002,4,BELA VISTA DE MINAS,0,MG,1,3,0.25
3106101,3,BELMIRO BRAGA,0,MG,0,3,0
3106200,16,BELO HORIZONTE,1,MG,3,13,0.1875
3106309,3,BELO ORIENTE,0,MG,0,3,0
3106408,2,BELO VALE,0,MG,0,2,0
3106507,2,BERILO,0,MG,1,1,0.5
3106655,2,BERIZAL,0,MG,1,1,0.5
3106606,2,BERTÓPOLIS,0,MG,0,2,0
3106705,8,BETIM,0,MG,2,6,0.25
3106804,2,BIAS FORTES,0,MG,1,1,0.5
3106903,2,BICAS,0,MG,0,2,0
3107000,2,BIQUINHAS,0,MG,0,2,0
3107109,3,BOA ESPERANÇA,0,MG,0,3,0
3107208,4,BOCAINA DE MINAS,0,MG,1,3,0.25
3107307,4,BOCAIÚVA,0,MG,1,3,0.25
3107406,4,BOM DESPACHO,0,MG,1,3,0.25
3107505,2,BOM JARDIM DE MINAS,0,MG,0,2,0
3107604,2,BOM JESUS DA PENHA,0,MG,0,2,0
3107703,2,BOM JESUS DO AMPARO,0,MG,0,2,0
3107802,4,BOM JESUS DO GALHO,0,MG,0,4,0
3107901,2,BOM REPOUSO,0,MG,0,2,0
3108008,3,BOM SUCESSO,0,MG,1,2,0.3333333333333333
3108107,3,BONFIM,0,MG,0,3,0
3108206,4,BONFINÓPOLIS DE MINAS,0,MG,2,2,0.5
3108255,2,BONITO DE MINAS,0,MG,1,1,0.5
3108305,5,BORDA DA MATA,0,MG,0,5,0
3108404,3,BOTELHOS,0,MG,0,3,0
3108503,4,BOTUMIRIM,0,MG,1,3,0.25
3108701,2,BRÁS PIRES,0,MG,0,2,0
3108552,4,BRASILÂNDIA DE MINAS,0,MG,1,3,0.25
3108602,6,BRASÍLIA DE MINAS,0,MG,0,6,0
3108800,2,BRAÚNAS,0,MG,0,2,0
3108909,3,BRAZÓPOLIS,0,MG,0,3,0
3109006,6,BRUMADINHO,0,MG,0,6,0
3109105,2,BUENO BRANDÃO,0,MG,1,1,0.5
3109204,4,BUENÓPOLIS,0,MG,0,4,0
3109253,3,BUGRE,0,MG,0,3,0
3109303,3,BURITIS,0,MG,1,2,0.3333333333333333
3109402,10,BURITIZEIRO,0,MG,1,9,0.1
3109451,3,CABECEIRA GRANDE,0,MG,1,2,0.3333333333333333
3109501,2,CABO VERDE,0,MG,0,2,0
3109600,3,CACHOEIRA DA PRATA,0,MG,1,2,0.3333333333333333
3109709,3,CACHOEIRA DE MINAS,0,MG,0,3,0
3102704,2,CACHOEIRA DE PAJEÚ,0,MG,1,1,0.5
3109808,3,CACHOEIRA DOURADA,0,MG,1,2,0.3333333333333333
3109907,3,CAETANÓPOLIS,0,MG,0,3,0
3110004,5,CAETÉ,0,MG,1,4,0.2
3110103,2,CAIANA,0,MG,0,2,0
3110202,2,CAJURI,0,MG,0,2,0
3110301,3,CALDAS,0,MG,1,2,0.3333333333333333
3110400,2,CAMACHO,0,MG,0,2,0
3110509,4,CAMANDUCAIA,0,MG,0,4,0
3110608,4,CAMBUÍ,0,MG,0,4,0
3110707,5,CAMBUQUIRA,0,MG,0,5,0
3110806,2,CAMPANÁRIO,0,MG,0,2,0
3110905,3,CAMPANHA,0,MG,0,3,0
3111002,2,CAMPESTRE,0,MG,0,2,0
3111101,5,CAMPINA VERDE,0,MG,1,4,0.2
3111150,2,CAMPO AZUL,0,MG,0,2,0
3111200,5,CAMPO BELO,0,MG,0,5,0
3111309,4,CAMPO DO MEIO,0,MG,0,4,0
3111408,3,CAMPO FLORIDO,0,MG,1,2,0.3333333333333333
3111507,4,CAMPOS ALTOS,0,MG,0,4,0
3111606,5,CAMPOS GERAIS,0,MG,1,4,0.2
3111903,4,CANA VERDE,0,MG,0,4,0
3111705,3,CANAÃ,0,MG,0,3,0
3111804,4,CANÁPOLIS,0,MG,0,4,0
3112000,2,CANDEIAS,0,MG,0,2,0
3112059,4,CANTAGALO,0,MG,1,3,0.25
3112109,3,CAPARAÓ,0,MG,0,3,0
3112208,3,CAPELA NOVA,0,MG,0,3,0
3112307,4,CAPELINHA,0,MG,0,4,0
3112406,4,CAPETINGA,0,MG,0,4,0
3112505,4,CAPIM BRANCO,0,MG,1,3,0.25
3112604,3,CAPINÓPOLIS,0,MG,1,2,0.3333333333333333
3112653,4,CAPITÃO ANDRADE,0,MG,0,4,0
3112703,4,CAPITÃO ENÉAS,0,MG,1,3,0.25
3112802,2,CAPITÓLIO,0,MG,0,2,0
3112901,4,CAPUTIRA,0,MG,0,4,0
3113008,2,CARAÍ,0,MG,0,2,0
3113107,2,CARANAÍBA,0,MG,0,2,0
3113206,2,CARANDAÍ,0,MG,0,2,0
3113305,5,CARANGOLA,0,MG,0,5,0
3113404,4,CARATINGA,0,MG,0,4,0
3113503,4,CARBONITA,0,MG,0,4,0
3113602,2,CAREAÇU,0,MG,0,2,0
3113701,4,CARLOS CHAGAS,0,MG,0,4,0
3113800,2,CARMÉSIA,0,MG,1,1,0.5
3113909,3,CARMO DA CACHOEIRA,0,MG,1,2,0.3333333333333333
3114006,3,CARMO DA MATA,0,MG,0,3,0
3114105,3,CARMO DE MINAS,0,MG,0,3,0
3114204,1,CARMO DO CAJURU,0,MG,0,1,0
3114303,4,CARMO DO PARANAÍBA,0,MG,0,4,0
3114402,7,CARMO DO RIO CLARO,0,MG,1,6,0.14285714285714285
3114501,4,CARMÓPOLIS DE MINAS,0,MG,0,4,0
3114550,2,CARNEIRINHO,0,MG,0,2,0
3114600,2,CARRANCAS,0,MG,1,1,0.5
3114709,2,CARVALHÓPOLIS,0,MG,0,2,0
3114808,3,CARVALHOS,0,MG,0,3,0
3114907,2,CASA GRANDE,0,MG,0,2,0
3115003,2,CASCALHO RICO,0,MG,0,2,0
3115102,7,CÁSSIA,0,MG,0,7,0
3115300,8,CATAGUASES,0,MG,1,7,0.125
3115359,2,CATAS ALTAS,0,MG,0,2,0
3115409,3,CATAS ALTAS DA NORUEGA,0,MG,0,3,0
3115458,4,CATUJI,0,MG,1,3,0.25
3115474,2,CATUTI,0,MG,0,2,0
3115508,3,CAXAMBU,0,MG,0,3,0
3115607,2,CEDRO DO ABAETÉ,0,MG,1,1,0.5
3115706,2,CENTRAL DE MINAS,0,MG,0,2,0
3115805,2,CENTRALINA,0,MG,0,2,0
3115904,3,CHÁCARA,0,MG,0,3,0
3116001,2,CHALÉ,0,MG,0,2,0
3116100,2,CHAPADA DO NORTE,0,MG,0,2,0
3116159,4,CHAPADA GAÚCHA,0,MG,0,4,0
3116209,4,CHIADOR,0,MG,0,4,0
3116308,2,CIPOTÂNEA,0,MG,0,2,0
3116407,2,CLARAVAL,0,MG,0,2,0
3116506,2,CLARO DOS POÇÕES,0,MG,1,1,0.5
3116605,4,CLÁUDIO,0,MG,0,4,0
3116704,4,COIMBRA,0,MG,0,4,0
3116803,2,COLUNA,0,MG,1,1,0.5
3116902,2,COMENDADOR GOMES,0,MG,0,2,0
3117009,5,COMERCINHO,0,MG,1,4,0.2
3117108,3,CONCEIÇÃO DA APARECIDA,0,MG,0,3,0
3115201,2,CONCEIÇÃO DA BARRA DE MINAS,0,MG,0,2,0
3117306,2,CONCEIÇÃO DAS ALAGOAS,0,MG,1,1,0.5
3117207,2,CONCEIÇÃO DAS PEDRAS,0,MG,0,2,0
3117405,2,CONCEIÇÃO DE IPANEMA,0,MG,0,2,0
3117504,2,CONCEIÇÃO DO MATO DENTRO,0,MG,0,2,0
3117603,5,CONCEIÇÃO DO PARÁ,0,MG,0,5,0
3117702,3,CONCEIÇÃO DO RIO VERDE,0,MG,1,2,0.3333333333333333
3117801,2,CONCEIÇÃO DOS OUROS,0,MG,0,2,0
3117836,3,CÔNEGO MARINHO,0,MG,0,3,0
3117876,5,CONFINS,0,MG,0,5,0
3117900,2,CONGONHAL,0,MG,0,2,0
3118007,7,CONGONHAS,0,MG,0,7,0
3118106,2,CONGONHAS DO NORTE,0,MG,0,2,0
3118205,3,CONQUISTA,0,MG,1,2,0.3333333333333333
3118304,8,CONSELHEIRO LAFAIETE,0,MG,1,7,0.125
3118403,4,CONSELHEIRO PENA,0,MG,1,3,0.25
3118502,1,CONSOLAÇÃO,0,MG,0,1,0
3118601,16,CONTAGEM,0,MG,4,12,0.25
3118700,2,COQUEIRAL,0,MG,0,2,0
3118809,5,CORAÇÃO DE JESUS,0,MG,2,3,0.4
3118908,3,CORDISBURGO,0,MG,0,3,0
3119005,3,CORDISLÂNDIA,0,MG,1,2,0.3333333333333333
3119104,4,CORINTO,0,MG,1,3,0.25
3119203,4,COROACI,0,MG,0,4,0
3119302,3,COROMANDEL,0,MG,0,3,0
3119401,6,CORONEL FABRICIANO,0,MG,1,5,0.16666666666666666
3119500,3,CORONEL MURTA,0,MG,1,2,0.3333333333333333
3119609,6,CORONEL PACHECO,0,MG,1,5,0.16666666666666666
3119708,1,CORONEL XAVIER CHAVES,0,MG,0,1,0
3119807,2,CÓRREGO DANTA,0,MG,0,2,0
3119906,2,CÓRREGO DO BOM JESUS,0,MG,1,1,0.5
3119955,3,CÓRREGO FUNDO,0,MG,1,2,0.3333333333333333
3120003,2,CÓRREGO NOVO,0,MG,0,2,0
3120102,3,COUTO DE MAGALHÃES DE MINAS,0,MG,0,3,0
3120151,2,CRISÓLITA,0,MG,0,2,0
3120201,2,CRISTAIS,0,MG,0,2,0
3120300,3,CRISTÁLIA,0,MG,0,3,0
3120409,3,CRISTIANO OTONI,0,MG,0,3,0
3120508,3,CRISTINA,0,MG,0,3,0
3120607,2,CRUCILÂNDIA,0,MG,0,2,0
3120706,2,CRUZEIRO DA FORTALEZA,0,MG,0,2,0
3120805,3,CRUZÍLIA,0,MG,1,2,0.3333333333333333
3120839,2,CUPARAQUE,0,MG,0,2,0
3120870,2,CURRAL DE DENTRO,0,MG,0,2,0
3120904,4,CURVELO,0,MG,0,4,0
3121001,3,DATAS,0,MG,0,3,0
3121100,3,DELFIM MOREIRA,0,MG,1,2,0.3333333333333333
3121209,3,DELFINÓPOLIS,0,MG,1,2,0.3333333333333333
3121258,1,DELTA,0,MG,0,1,0
3121308,2,DESCOBERTO,0,MG,0,2,0
3121407,5,DESTERRO DE ENTRE RIOS,0,MG,0,5,0
3121506,2,DESTERRO DO MELO,0,MG,1,1,0.5
3121605,2,DIAMANTINA,0,MG,1,1,0.5
3121704,1,DIOGO DE VASCONCELOS,0,MG,0,1,0
3121803,2,DIONÍSIO,0,MG,0,2,0
3121902,3,DIVINÉSIA,0,MG,1,2,0.3333333333333333
3122009,2,DIVINO,0,MG,0,2,0
3122108,2,DIVINO DAS LARANJEIRAS,0,MG,0,2,0
3122207,3,DIVINOLÂNDIA DE MINAS,0,MG,0,3,0
3122306,9,DIVINÓPOLIS,0,MG,3,6,0.3333333333333333
3122355,2,DIVISA ALEGRE,0,MG,1,1,0.5
3122405,2,DIVISA NOVA,0,MG,0,2,0
3122454,4,DIVISÓPOLIS,0,MG,0,4,0
3122470,4,DOM BOSCO,0,MG,1,3,0.25
3122504,2,DOM CAVATI,0,MG,0,2,0
3122603,4,DOM JOAQUIM,0,MG,0,4,0
3122702,3,DOM SILVÉRIO,0,MG,0,3,0
3122801,3,DOM VIÇOSO,0,MG,0,3,0
3122900,3,DONA EUSÉBIA,0,MG,0,3,0
3123007,3,DORES DE CAMPOS,0,MG,0,3,0
3123106,2,DORES DE GUANHÃES,0,MG,0,2,0
3123205,3,DORES DO INDAIÁ,0,MG,0,3,0
3123304,2,DORES DO TURVO,0,MG,0,2,0
3123403,3,DORESÓPOLIS,0,MG,0,3,0
3123502,2,DOURADOQUARA,0,MG,0,2,0
3123528,2,DURANDÉ,0,MG,0,2,0
3123601,4,ELÓI MENDES,0,MG,1,3,0.25
3123700,2,ENGENHEIRO CALDAS,0,MG,0,2,0
3123809,3,ENGENHEIRO NAVARRO,0,MG,0,3,0
3123858,3,ENTRE FOLHAS,0,MG,0,3,0
3123908,4,ENTRE RIOS DE MINAS,0,MG,1,3,0.25
3124005,2,ERVÁLIA,0,MG,0,2,0
3124104,10,ESMERALDAS,0,MG,1,9,0.1
3124203,4,ESPERA FELIZ,0,MG,1,3,0.25
3124302,5,ESPINOSA,0,MG,1,4,0.2
3124401,2,ESPÍRITO SANTO DO DOURADO,0,MG,1,1,0.5
3124500,2,ESTIVA,0,MG,0,2,0
3124609,2,ESTRELA DALVA,0,MG,0,2,0
3124708,2,ESTRELA DO INDAIÁ,0,MG,0,2,0
3124807,2,ESTRELA DO SUL,0,MG,1,1,0.5
3124906,2,EUGENÓPOLIS,0,MG,0,2,0
3125002,3,EWBANK DA CÂMARA,0,MG,1,2,0.3333333333333333
3125101,3,EXTREMA,0,MG,0,3,0
3125200,2,FAMA,0,MG,0,2,0
3125309,2,FARIA LEMOS,0,MG,1,1,0.5
3125408,2,FELÍCIO DOS SANTOS,0,MG,0,2,0
3125606,4,FELISBURGO,0,MG,0,4,0
3125705,4,FELIXLÂNDIA,0,MG,0,4,0
3125804,2,FERNANDES TOURINHO,0,MG,0,2,0
3125903,4,FERROS,0,MG,0,4,0
3125952,3,FERVEDOURO,0,MG,1,2,0.3333333333333333
3126000,2,FLORESTAL,0,MG,0,2,0
3126109,2,FORMIGA,0,MG,0,2,0
3126208,2,FORMOSO,0,MG,0,2,0
3126307,2,FORTALEZA DE MINAS,0,MG,0,2,0
3126406,2,FORTUNA DE MINAS,0,MG,0,2,0
3126505,2,FRANCISCO BADARÓ,0,MG,0,2,0
3126604,3,FRANCISCO DUMONT,0,MG,0,3,0
3126703,3,FRANCISCO SÁ,0,MG,0,3,0
3126752,2,FRANCISCÓPOLIS,0,MG,0,2,0
3126802,2,FREI GASPAR,0,MG,0,2,0
3126901,5,FREI INOCÊNCIO,0,MG,0,5,0
3126950,2,FREI LAGONEGRO,0,MG,0,2,0
3127008,3,FRONTEIRA,0,MG,1,2,0.3333333333333333
3127057,2,FRONTEIRA DOS VALES,0,MG,0,2,0
3127073,3,FRUTA DE LEITE,0,MG,0,3,0
3127107,7,FRUTAL,0,MG,1,6,0.14285714285714285
3127206,4,FUNILÂNDIA,0,MG,0,4,0
3127305,3,GALILÉIA,0,MG,0,3,0
3127339,2,GAMELEIRAS,0,MG,0,2,0
3127354,3,GLAUCILÂNDIA,0,MG,0,3,0
3127370,2,GOIABEIRA,0,MG,0,2,0
3127388,3,GOIANÁ,0,MG,1,2,0.3333333333333333
3127404,3,GONÇALVES,0,MG,0,3,0
3127503,2,GONZAGA,0,MG,1,1,0.5
3127602,2,GOUVEIA,0,MG,1,1,0.5
3127701,12,GOVERNADOR VALADARES,0,MG,1,11,0.08333333333333333
3127800,2,GRÃO MOGOL,0,MG,0,2,0
3127909,2,GRUPIARA,0,MG,0,2,0
3128006,3,GUANHÃES,0,MG,1,2,0.3333333333333333
3128105,2,GUAPÉ,0,MG,0,2,0
3128204,3,GUARACIABA,0,MG,0,3,0
3128253,3,GUARACIAMA,0,MG,1,2,0.3333333333333333
3128303,2,GUARANÉSIA,0,MG,0,2,0
3128402,4,GUARANI,0,MG,0,4,0
3128501,2,GUARARÁ,0,MG,0,2,0
3128600,3,GUARDA-MOR,0,MG,0,3,0
3128709,5,GUAXUPÉ,0,MG,1,4,0.2
3128808,3,GUIDOVAL,0,MG,1,2,0.3333333333333333
3128907,3,GUIMARÂNIA,0,MG,0,3,0
3129004,2,GUIRICEMA,0,MG,0,2,0
3129103,3,GURINHATÃ,0,MG,1,2,0.3333333333333333
3129202,3,HELIODORA,0,MG,0,3,0
3129301,4,IAPU,0,MG,0,4,0
3129400,4,IBERTIOGA,0,MG,0,4,0
3129509,5,IBIÁ,0,MG,1,4,0.2
3129608,5,IBIAÍ,0,MG,1,4,0.2
3129657,5,IBIRACATU,0,MG,0,5,0
3129707,6,IBIRACI,0,MG,1,5,0.16666666666666666
3129806,6,IBIRITÉ,0,MG,0,6,0
3129905,1,IBITIÚRA DE MINAS,0,MG,0,1,0
3130002,2,IBITURUNA,0,MG,0,2,0
3130051,2,ICARAÍ DE MINAS,0,MG,0,2,0
3130101,4,IGARAPÉ,0,MG,0,4,0
3130200,3,IGARATINGA,0,MG,0,3,0
3130309,3,IGUATAMA,0,MG,1,2,0.3333333333333333
3130408,4,IJACI,0,MG,0,4,0
3130507,4,ILICÍNEA,0,MG,1,3,0.25
3130556,4,IMBÉ DE MINAS,0,MG,1,3,0.25
3130606,5,INCONFIDENTES,0,MG,2,3,0.4
3130655,2,INDAIABIRA,0,MG,0,2,0
3130705,3,INDIANÓPOLIS,0,MG,1,2,0.3333333333333333
3130804,2,INGAÍ,0,MG,1,1,0.5
3130903,3,INHAPIM,0,MG,0,3,0
3131000,2,INHAÚMA,0,MG,0,2,0
3131109,2,INIMUTABA,0,MG,0,2,0
3131158,2,IPABA,0,MG,0,2,0
3131208,4,IPANEMA,0,MG,0,4,0
3131307,9,IPATINGA,0,MG,0,9,0
3131406,3,IPIAÇU,0,MG,0,3,0
3131505,2,IPUIÚNA,0,MG,0,2,0
3131604,2,IRAÍ DE MINAS,0,MG,0,2,0
3131703,6,ITABIRA,0,MG,0,6,0
3131802,2,ITABIRINHA,0,MG,1,1,0.5
3131901,4,ITABIRITO,0,MG,1,3,0.25
3132008,3,ITACAMBIRA,0,MG,0,3,0
3132107,4,ITACARAMBI,0,MG,1,3,0.25
3132206,2,ITAGUARA,0,MG,0,2,0
3132305,3,ITAIPÉ,0,MG,0,3,0
3132404,6,ITAJUBÁ,0,MG,0,6,0
3132503,3,ITAMARANDIBA,0,MG,1,2,0.3333333333333333
3132602,2,ITAMARATI DE MINAS,0,MG,0,2,0
3132701,5,ITAMBACURI,0,MG,1,4,0.2
