sigla_uf,nome_municipio,codigo_ibge,candidaturas,nao_brancos,brancos
MA,GRAJAÚ,2104800,5,0.8,0.19999999999999996
MA,GUIMARÃES,2104909,3,0.6666666666666666,0.33333333333333337
MA,HUMBERTO DE CAMPOS,2105005,3,0.6666666666666666,0.33333333333333337
MA,ICATU,2105104,6,0.6666666666666666,0.33333333333333337
MA,IGARAPÉ DO MEIO,2105153,2,1,0
MA,IGARAPÉ GRANDE,2105203,2,0.5,0.5
MA,IMPERATRIZ,2105302,11,0.7272727272727273,0.2727272727272727
MA,ITAIPAVA DO GRAJAÚ,2105351,4,0.5,0.5
MA,ITAPECURU MIRIM,2105401,5,0.6,0.4
MA,ITINGA DO MARANHÃO,2105427,5,0.8,0.19999999999999996
MA,JATOBÁ,2105450,2,1,0
MA,JENIPAPO DOS VIEIRAS,2105476,2,1,0
MA,JOÃO LISBOA,2105500,6,0.8333333333333334,0.16666666666666663
MA,JOSELÂNDIA,2105609,2,1,0
MA,JUNCO DO MARANHÃO,2105658,2,0,1
MA,LAGO DA PEDRA,2105708,3,0.6666666666666666,0.33333333333333337
MA,LAGO DO JUNCO,2105807,2,0.5,0.5
MA,LAGO DOS RODRIGUES,2105948,2,0.5,0.5
MA,LAGO VERDE,2105906,5,0.4,0.6
MA,LAGOA DO MATO,2105922,3,1,0
MA,LAGOA GRANDE DO MARANHÃO,2105963,3,0,1
MA,LAJEADO NOVO,2105989,3,0,1
MA,LIMA CAMPOS,2106003,2,0.5,0.5
MA,LORETO,2106102,4,0.75,0.25
MA,LUÍS DOMINGUES,2106201,2,1,0
MA,MAGALHÃES DE ALMEIDA,2106300,4,1,0
MA,MARACAÇUMÉ,2106326,5,0.4,0.6
MA,MARAJÁ DO SENA,2106359,2,0,1
MA,MARANHÃOZINHO,2106375,3,1,0
MA,MATA ROMA,2106409,3,0.6666666666666666,0.33333333333333337
MA,MATINHA,2106508,3,0.3333333333333333,0.6666666666666667
MA,MATÕES,2106607,2,1,0
MA,MATÕES DO NORTE,2106631,4,0.5,0.5
MA,MILAGRES DO MARANHÃO,2106672,3,0.6666666666666666,0.33333333333333337
MA,MIRADOR,2106706,2,0.5,0.5
MA,MIRANDA DO NORTE,2106755,3,0.6666666666666666,0.33333333333333337
MA,MIRINZAL,2106805,3,0,1
MA,MONÇÃO,2106904,3,0.3333333333333333,0.6666666666666667
MA,MONTES ALTOS,2107001,5,0.8,0.19999999999999996
MA,MORROS,2107100,3,1,0
MA,NINA RODRIGUES,2107209,3,0.6666666666666666,0.33333333333333337
MA,NOVA COLINAS,2107258,2,0.5,0.5
MA,NOVA IORQUE,2107308,2,1,0
MA,NOVA OLINDA DO MARANHÃO,2107357,3,0.3333333333333333,0.6666666666666667
MA,OLHO D'ÁGUA DAS CUNHÃS,2107407,2,0.5,0.5
MA,OLINDA NOVA DO MARANHÃO,2107456,3,0,1
MA,PAÇO DO LUMIAR,2107506,7,0.8571428571428571,0.1428571428571429
MA,PALMEIRÂNDIA,2107605,2,0.5,0.5
MA,PARAIBANO,2107704,3,0.6666666666666666,0.33333333333333337
MA,PARNARAMA,2107803,4,0.5,0.5
MA,PASSAGEM FRANCA,2107902,2,0.5,0.5
MA,PASTOS BONS,2108009,2,0,1
MA,PAULINO NEVES,2108058,4,0.75,0.25
MA,PAULO RAMOS,2108108,2,0.5,0.5
MA,PEDREIRAS,2108207,6,0.5,0.5
MA,PEDRO DO ROSÁRIO,2108256,6,0.8333333333333334,0.16666666666666663
MA,PENALVA,2108306,4,0.5,0.5
MA,PERI MIRIM,2108405,4,0.75,0.25
MA,PERITORÓ,2108454,2,1,0
MA,PINDARÉ-MIRIM,2108504,2,0,1
MA,PINHEIRO,2108603,5,0.6,0.4
MA,PIO XII,2108702,3,0.6666666666666666,0.33333333333333337
MA,PIRAPEMAS,2108801,4,1,0
MA,POÇÃO DE PEDRAS,2108900,3,1,0
MA,PORTO FRANCO,2109007,3,1,0
MA,PORTO RICO DO MARANHÃO,2109056,3,0.3333333333333333,0.6666666666666667
MA,PRESIDENTE DUTRA,2109106,3,0.6666666666666666,0.33333333333333337
MA,PRESIDENTE JUSCELINO,2109205,3,0.3333333333333333,0.6666666666666667
MA,PRESIDENTE MÉDICI,2109239,2,0.5,0.5
MA,PRESIDENTE SARNEY,2109270,4,0.5,0.5
MA,PRESIDENTE VARGAS,2109304,5,0.2,0.8
MA,PRIMEIRA CRUZ,2109403,3,0.3333333333333333,0.6666666666666667
MA,RAPOSA,2109452,4,0.5,0.5
MA,RIACHÃO,2109502,3,1,0
MA,RIBAMAR FIQUENE,2109551,4,0.25,0.75
MA,ROSÁRIO,2109601,4,0,1
MA,SAMBAÍBA,2109700,2,0.5,0.5
MA,SANTA FILOMENA DO MARANHÃO,2109759,2,0.5,0.5
MA,SANTA HELENA,2109809,4,0.75,0.25
MA,SANTA INÊS,2109908,7,0.8571428571428571,0.1428571428571429
MA,SANTA LUZIA,2110005,5,0.6,0.4
MA,SANTA LUZIA DO PARUÁ,2110039,4,0.5,0.5
MA,SANTA QUITÉRIA DO MARANHÃO,2110104,4,0.5,0.5
MA,SANTA RITA,2110203,2,0.5,0.5
MA,SANTANA DO MARANHÃO,2110237,3,0.6666666666666666,0.33333333333333337
MA,SANTO AMARO DO MARANHÃO,2110278,4,0.75,0.25
MA,SANTO ANTÔNIO DOS LOPES,2110302,3,0.6666666666666666,0.33333333333333337
MA,SÃO BENEDITO DO RIO PRETO,2110401,3,0.3333333333333333,0.6666666666666667
MA,SÃO BENTO,2110500,6,0.6666666666666666,0.33333333333333337
MA,SÃO BERNARDO,2110609,4,1,0
MA,SÃO DOMINGOS DO AZEITÃO,2110658,2,0.5,0.5
MA,SÃO DOMINGOS DO MARANHÃO,2110708,3,0,1
MA,SÃO FÉLIX DE BALSAS,2110807,2,0.5,0.5
MA,SÃO FRANCISCO DO BREJÃO,2110856,3,1,0
MA,SÃO FRANCISCO DO MARANHÃO,2110906,2,0.5,0.5
MA,SÃO JOÃO BATISTA,2111003,5,0.4,0.6
MA,SÃO JOÃO DO CARÚ,2111029,3,1,0
MA,SÃO JOÃO DO PARAÍSO,2111052,3,0.3333333333333333,0.6666666666666667
MA,SÃO JOÃO DO SOTER,2111078,3,0.6666666666666666,0.33333333333333337
MA,SÃO JOÃO DOS PATOS,2111102,2,1,0
MA,SÃO JOSÉ DE RIBAMAR,2111201,6,0.5,0.5
MA,SÃO JOSÉ DOS BASÍLIOS,2111250,3,1,0
MA,SÃO LUÍS,2111300,12,0.4166666666666667,0.5833333333333333
MA,SÃO LUÍS GONZAGA DO MARANHÃO,2111409,3,0.6666666666666666,0.33333333333333337
MA,SÃO MATEUS DO MARANHÃO,2111508,4,0.25,0.75
MA,SÃO PEDRO DA ÁGUA BRANCA,2111532,5,0.8,0.19999999999999996
MA,SÃO PEDRO DOS CRENTES,2111573,2,0.5,0.5
MA,SÃO RAIMUNDO DAS MANGABEIRAS,2111607,3,0.6666666666666666,0.33333333333333337
MA,SÃO RAIMUNDO DO DOCA BEZERRA,2111631,2,1,0
MA,SÃO ROBERTO,2111672,3,0.6666666666666666,0.33333333333333337
MA,SÃO VICENTE FERRER,2111706,4,0.75,0.25
MA,SATUBINHA,2111722,2,0.5,0.5
MA,SENADOR ALEXANDRE COSTA,2111748,2,1,0
MA,SENADOR LA ROCQUE,2111763,4,1,0
MA,SERRANO DO MARANHÃO,2111789,2,0.5,0.5
MA,SÍTIO NOVO,2111805,3,0.6666666666666666,0.33333333333333337
MA,SUCUPIRA DO NORTE,2111904,5,0.8,0.19999999999999996
MA,SUCUPIRA DO RIACHÃO,2111953,3,0.3333333333333333,0.6666666666666667
MA,TASSO FRAGOSO,2112001,3,0.3333333333333333,0.6666666666666667
MA,TIMBIRAS,2112100,5,0.8,0.19999999999999996
MA,TIMON,2112209,6,1,0
MA,TRIZIDELA DO VALE,2112233,2,0,1
MA,TUFILÂNDIA,2112274,4,0.25,0.75
MA,TUNTUM,2112308,2,0.5,0.5
MA,TURIAÇU,2112407,6,0.6666666666666666,0.33333333333333337
MA,TURILÂNDIA,2112456,5,0.6,0.4
MA,TUTÓIA,2112506,9,0.5555555555555556,0.4444444444444444
MA,URBANO SANTOS,2112605,4,1,0
MA,VARGEM GRANDE,2112704,3,1,0
MA,VIANA,2112803,7,0.8571428571428571,0.1428571428571429
MA,VILA NOVA DOS MARTÍRIOS,2112852,3,0.6666666666666666,0.33333333333333337
MA,VITÓRIA DO MEARIM,2112902,5,0.4,0.6
MA,VITORINO FREIRE,2113009,4,1,0
MA,ZÉ DOCA,2114007,3,0.3333333333333333,0.6666666666666667
MG,ABADIA DOS DOURADOS,3100104,2,0.5,0.5
MG,ABAETÉ,3100203,5,0,1
MG,ABRE CAMPO,3100302,2,0.5,0.5
MG,ACAIACA,3100401,3,0.6666666666666666,0.33333333333333337
MG,AÇUCENA,3100500,3,0,1
MG,ÁGUA BOA,3100609,4,0.75,0.25
MG,ÁGUA COMPRIDA,3100708,3,0,1
MG,AGUANIL,3100807,1,0,1
MG,ÁGUAS FORMOSAS,3100906,6,0.6666666666666666,0.33333333333333337
MG,ÁGUAS VERMELHAS,3101003,5,1,0
MG,AIMORÉS,3101102,4,0.25,0.75
MG,AIURUOCA,3101201,4,0.25,0.75
MG,ALAGOA,3101300,1,0,1
MG,ALBERTINA,3101409,2,0,1
MG,ALÉM PARAÍBA,3101508,4,0,1
MG,ALFENAS,3101607,8,0.125,0.875
MG,ALFREDO VASCONCELOS,3101631,4,0.25,0.75
MG,ALMENARA,3101706,3,0.6666666666666666,0.33333333333333337
MG,ALPERCATA,3101805,3,0.3333333333333333,0.6666666666666667
MG,ALPINÓPOLIS,3101904,3,0.3333333333333333,0.6666666666666667
MG,ALTEROSA,3102001,2,0,1
MG,ALTO CAPARAÓ,3102050,3,0,1
MG,ALTO JEQUITIBÁ,3153509,3,0,1
MG,ALTO RIO DOCE,3102100,3,0,1
MG,ALVARENGA,3102209,2,1,0
MG,ALVINÓPOLIS,3102308,3,0.6666666666666666,0.33333333333333337
MG,ALVORADA DE MINAS,3102407,4,1,0
MG,AMPARO DO SERRA,3102506,3,0,1
MG,ANDRADAS,3102605,3,0,1
MG,ANDRELÂNDIA,3102803,2,0,1
MG,ANGELÂNDIA,3102852,3,0.3333333333333333,0.6666666666666667
MG,ANTÔNIO CARLOS,3102902,4,0.25,0.75
MG,ANTÔNIO DIAS,3103009,3,0.3333333333333333,0.6666666666666667
MG,ANTÔNIO PRADO DE MINAS,3103108,2,0,1
MG,ARAÇAÍ,3103207,4,0.75,0.25
MG,ARACITABA,3103306,2,0.5,0.5
MG,ARAÇUAÍ,3103405,4,0.5,0.5
MG,ARAGUARI,3103504,8,0.375,0.625
MG,ARANTINA,3103603,2,0,1
MG,ARAPONGA,3103702,1,1,0
MG,ARAPORÃ,3103751,3,0.3333333333333333,0.6666666666666667
MG,ARAPUÁ,3103801,3,0,1
MG,ARAÚJOS,3103900,5,0,1
MG,ARAXÁ,3104007,6,0.5,0.5
MG,ARCEBURGO,3104106,3,0,1
MG,ARCOS,3104205,3,0.3333333333333333,0.6666666666666667
MG,AREADO,3104304,3,0.3333333333333333,0.6666666666666667
MG,ARGIRITA,3104403,2,0,1
MG,ARICANDUVA,3104452,3,0.3333333333333333,0.6666666666666667
MG,ARINOS,3104502,2,0,1
MG,ASTOLFO DUTRA,3104601,2,0,1
MG,ATALÉIA,3104700,3,0.6666666666666666,0.33333333333333337
MG,AUGUSTO DE LIMA,3104809,3,1,0
MG,BAEPENDI,3104908,3,0,1
MG,BALDIM,3105004,7,0.8571428571428571,0.1428571428571429
MG,BAMBUÍ,3105103,4,0,1
MG,BANDEIRA,3105202,2,0.5,0.5
MG,BANDEIRA DO SUL,3105301,2,0,1
MG,BARÃO DE COCAIS,3105400,3,0.6666666666666666,0.33333333333333337
MG,BARÃO DE MONTE ALTO,3105509,2,0.5,0.5
MG,BARBACENA,3105608,9,0.2222222222222222,0.7777777777777778
MG,BARRA LONGA,3105707,2,0.5,0.5
MG,BARROSO,3105905,3,0,1
MG,BELA VISTA DE MINAS,3106002,4,0.25,0.75
MG,BELMIRO BRAGA,3106101,3,0.3333333333333333,0.6666666666666667
MG,BELO HORIZONTE,3106200,16,0.1875,0.8125
MG,BELO ORIENTE,3106309,3,0,1
MG,BELO VALE,3106408,2,0,1
MG,BERILO,3106507,2,1,0
MG,BERIZAL,3106655,2,1,0
MG,BERTÓPOLIS,3106606,2,0.5,0.5
MG,BETIM,3106705,8,0.125,0.875
MG,BIAS FORTES,3106804,2,0,1
MG,BICAS,3106903,2,0,1
MG,BIQUINHAS,3107000,2,0,1
MG,BOA ESPERANÇA,3107109,3,0.6666666666666666,0.33333333333333337
MG,BOCAINA DE MINAS,3107208,4,0.25,0.75
MG,BOCAIÚVA,3107307,4,1,0
MG,BOM DESPACHO,3107406,4,0.25,0.75
MG,BOM JARDIM DE MINAS,3107505,2,0,1
MG,BOM JESUS DA PENHA,3107604,2,0.5,0.5
MG,BOM JESUS DO AMPARO,3107703,2,1,0
MG,BOM JESUS DO GALHO,3107802,4,1,0
MG,BOM REPOUSO,3107901,2,0,1
MG,BOM SUCESSO,3108008,3,0.3333333333333333,0.6666666666666667
MG,BONFIM,3108107,3,0,1
MG,BONFINÓPOLIS DE MINAS,3108206,4,0.5,0.5
MG,BONITO DE MINAS,3108255,2,1,0
MG,BORDA DA MATA,3108305,5,0,1
MG,BOTELHOS,3108404,3,0,1
MG,BOTUMIRIM,3108503,4,0.5,0.5
MG,BRÁS PIRES,3108701,2,0,1
MG,BRASILÂNDIA DE MINAS,3108552,4,0.75,0.25
MG,BRASÍLIA DE MINAS,3108602,6,0.6666666666666666,0.33333333333333337
MG,BRAÚNAS,3108800,2,0.5,0.5
MG,BRAZÓPOLIS,3108909,3,0,1
MG,BRUMADINHO,3109006,6,0.3333333333333333,0.6666666666666667
MG,BUENO BRANDÃO,3109105,2,0,1
MG,BUENÓPOLIS,3109204,4,0.5,0.5
MG,BUGRE,3109253,3,0.6666666666666666,0.33333333333333337
MG,BURITIS,3109303,3,0.3333333333333333,0.6666666666666667
MG,BURITIZEIRO,3109402,10,0.7,0.30000000000000004
MG,CABECEIRA GRANDE,3109451,3,0.6666666666666666,0.33333333333333337
MG,CABO VERDE,3109501,2,0,1
MG,CACHOEIRA DA PRATA,3109600,3,1,0
MG,CACHOEIRA DE MINAS,3109709,3,0,1
MG,CACHOEIRA DE PAJEÚ,3102704,2,0.5,0.5
MG,CACHOEIRA DOURADA,3109808,3,0,1
MG,CAETANÓPOLIS,3109907,3,0.6666666666666666,0.33333333333333337
MG,CAETÉ,3110004,5,0.6,0.4
MG,CAIANA,3110103,2,0,1
MG,CAJURI,3110202,2,0,1
MG,CALDAS,3110301,3,0,1
MG,CAMACHO,3110400,2,0,1
MG,CAMANDUCAIA,3110509,4,0,1
MG,CAMBUÍ,3110608,4,0,1
MG,CAMBUQUIRA,3110707,5,0.8,0.19999999999999996
MG,CAMPANÁRIO,3110806,2,0.5,0.5
MG,CAMPANHA,3110905,3,0.6666666666666666,0.33333333333333337
MG,CAMPESTRE,3111002,2,0,1
MG,CAMPINA VERDE,3111101,5,0,1
MG,CAMPO AZUL,3111150,2,1,0
MG,CAMPO BELO,3111200,5,0.4,0.6
MG,CAMPO DO MEIO,3111309,4,0.5,0.5
MG,CAMPO FLORIDO,3111408,3,0,1
MG,CAMPOS ALTOS,3111507,4,0,1
MG,CAMPOS GERAIS,3111606,5,0,1
MG,CANA VERDE,3111903,4,0,1
MG,CANAÃ,3111705,3,0,1
MG,CANÁPOLIS,3111804,4,0.5,0.5
MG,CANDEIAS,3112000,2,0,1
MG,CANTAGALO,3112059,4,0.75,0.25
MG,CAPARAÓ,3112109,3,0,1
MG,CAPELA NOVA,3112208,3,0.3333333333333333,0.6666666666666667
MG,CAPELINHA,3112307,4,1,0
MG,CAPETINGA,3112406,4,0.25,0.75
MG,CAPIM BRANCO,3112505,4,0.75,0.25
MG,CAPINÓPOLIS,3112604,3,0.3333333333333333,0.6666666666666667
MG,CAPITÃO ANDRADE,3112653,4,0.5,0.5
MG,CAPITÃO ENÉAS,3112703,4,0.5,0.5
MG,CAPITÓLIO,3112802,2,0,1
MG,CAPUTIRA,3112901,4,0.5,0.5
MG,CARAÍ,3113008,2,0.5,0.5
MG,CARANAÍBA,3113107,2,1,0
MG,CARANDAÍ,3113206,2,0,1
MG,CARANGOLA,3113305,5,0,1
MG,CARATINGA,3113404,4,0.75,0.25
MG,CARBONITA,3113503,4,0.75,0.25
MG,CAREAÇU,3113602,2,0,1
MG,CARLOS CHAGAS,3113701,4,0.5,0.5
MG,CARMÉSIA,3113800,2,0.5,0.5
MG,CARMO DA CACHOEIRA,3113909,3,0.3333333333333333,0.6666666666666667
MG,CARMO DA MATA,3114006,3,0,1
MG,CARMO DE MINAS,3114105,3,0,1
MG,CARMO DO CAJURU,3114204,1,0,1
MG,CARMO DO PARANAÍBA,3114303,4,0.25,0.75
MG,CARMO DO RIO CLARO,3114402,7,0,1
MG,CARMÓPOLIS DE MINAS,3114501,4,0.25,0.75
MG,CARNEIRINHO,3114550,2,0,1
MG,CARRANCAS,3114600,2,0,1
MG,CARVALHÓPOLIS,3114709,2,0,1
MG,CARVALHOS,3114808,3,0,1
MG,CASA GRANDE,3114907,2,0.5,0.5
MG,CASCALHO RICO,3115003,2,0,1
MG,CÁSSIA,3115102,7,0.14285714285714285,0.8571428571428572
MG,CATAGUASES,3115300,8,0.25,0.75
MG,CATAS ALTAS,3115359,2,0.5,0.5
MG,CATAS ALTAS DA NORUEGA,3115409,3,1,0
MG,CATUJI,3115458,4,1,0
MG,CATUTI,3115474,2,0,1
MG,CAXAMBU,3115508,3,0.3333333333333333,0.6666666666666667
MG,CEDRO DO ABAETÉ,3115607,2,0.5,0.5
MG,CENTRAL DE MINAS,3115706,2,0.5,0.5
MG,CENTRALINA,3115805,2,0,1
MG,CHÁCARA,3115904,3,0.3333333333333333,0.6666666666666667
MG,CHALÉ,3116001,2,0,1
MG,CHAPADA DO NORTE,3116100,2,1,0
MG,CHAPADA GAÚCHA,3116159,4,0.25,0.75
MG,CHIADOR,3116209,4,0,1
MG,CIPOTÂNEA,3116308,2,0,1
MG,CLARAVAL,3116407,2,0,1
MG,CLARO DOS POÇÕES,3116506,2,1,0
MG,CLÁUDIO,3116605,4,0,1
MG,COIMBRA,3116704,4,0,1
MG,COLUNA,3116803,2,0.5,0.5
MG,COMENDADOR GOMES,3116902,2,0,1
MG,COMERCINHO,3117009,5,0.6,0.4
MG,CONCEIÇÃO DA APARECIDA,3117108,3,0.3333333333333333,0.6666666666666667
MG,CONCEIÇÃO DA BARRA DE MINAS,3115201,2,0.5,0.5
MG,CONCEIÇÃO DAS ALAGOAS,3117306,2,0,1
MG,CONCEIÇÃO DAS PEDRAS,3117207,2,0.5,0.5
MG,CONCEIÇÃO DE IPANEMA,3117405,2,0,1
MG,CONCEIÇÃO DO MATO DENTRO,3117504,2,1,0
MG,CONCEIÇÃO DO PARÁ,3117603,5,0.6,0.4
MG,CONCEIÇÃO DO RIO VERDE,3117702,3,0.6666666666666666,0.33333333333333337
MG,CONCEIÇÃO DOS OUROS,3117801,2,0,1
MG,CÔNEGO MARINHO,3117836,3,1,0
MG,CONFINS,3117876,5,0.6,0.4
MG,CONGONHAL,3117900,2,0,1
MG,CONGONHAS,3118007,7,0.2857142857142857,0.7142857142857143
MG,CONGONHAS DO NORTE,3118106,2,0.5,0.5
MG,CONQUISTA,3118205,3,0,1
MG,CONSELHEIRO LAFAIETE,3118304,8,0,1
MG,CONSELHEIRO PENA,3118403,4,0.75,0.25
MG,CONSOLAÇÃO,3118502,1,0,1
MG,CONTAGEM,3118601,16,0.4375,0.5625
MG,COQUEIRAL,3118700,2,0.5,0.5
MG,CORAÇÃO DE JESUS,3118809,5,0.6,0.4
MG,CORDISBURGO,3118908,3,1,0
MG,CORDISLÂNDIA,3119005,3,0,1
MG,CORINTO,3119104,4,0.75,0.25
MG,COROACI,3119203,4,0.5,0.5
MG,COROMANDEL,3119302,3,0,1
MG,CORONEL FABRICIANO,3119401,6,0.5,0.5
MG,CORONEL MURTA,3119500,3,0.6666666666666666,0.33333333333333337
MG,CORONEL PACHECO,3119609,6,0.3333333333333333,0.6666666666666667
MG,CORONEL XAVIER CHAVES,3119708,1,0,1
MG,CÓRREGO DANTA,3119807,2,0,1
MG,CÓRREGO DO BOM JESUS,3119906,2,0,1
MG,CÓRREGO FUNDO,3119955,3,0.3333333333333333,0.6666666666666667
MG,CÓRREGO NOVO,3120003,2,1,0
MG,COUTO DE MAGALHÃES DE MINAS,3120102,3,0.6666666666666666,0.33333333333333337
MG,CRISÓLITA,3120151,2,0.5,0.5
MG,CRISTAIS,3120201,2,0,1
MG,CRISTÁLIA,3120300,3,0.3333333333333333,0.6666666666666667
MG,CRISTIANO OTONI,3120409,3,0,1
MG,CRISTINA,3120508,3,0,1
MG,CRUCILÂNDIA,3120607,2,0,1
MG,CRUZEIRO DA FORTALEZA,3120706,2,0,1
MG,CRUZÍLIA,3120805,3,0,1
MG,CUPARAQUE,3120839,2,0.5,0.5
MG,CURRAL DE DENTRO,3120870,2,1,0
MG,CURVELO,3120904,4,0,1
MG,DATAS,3121001,3,0.3333333333333333,0.6666666666666667
MG,DELFIM MOREIRA,3121100,3,0.3333333333333333,0.6666666666666667
MG,DELFINÓPOLIS,3121209,3,0,1
MG,DELTA,3121258,1,0,1
MG,DESCOBERTO,3121308,2,0,1
MG,DESTERRO DE ENTRE RIOS,3121407,5,0.2,0.8
MG,DESTERRO DO MELO,3121506,2,0,1
MG,DIAMANTINA,3121605,2,1,0
MG,DIOGO DE VASCONCELOS,3121704,1,0,1
MG,DIONÍSIO,3121803,2,0,1
MG,DIVINÉSIA,3121902,3,0,1
MG,DIVINO,3122009,2,0.5,0.5
MG,DIVINO DAS LARANJEIRAS,3122108,2,1,0
MG,DIVINOLÂNDIA DE MINAS,3122207,3,1,0
MG,DIVINÓPOLIS,3122306,9,0.1111111111111111,0.8888888888888888
MG,DIVISA ALEGRE,3122355,2,1,0
MG,DIVISA NOVA,3122405,2,0.5,0.5
MG,DIVISÓPOLIS,3122454,4,0.5,0.5
MG,DOM BOSCO,3122470,4,1,0
MG,DOM CAVATI,3122504,2,0,1
MG,DOM JOAQUIM,3122603,4,0.75,0.25
MG,DOM SILVÉRIO,3122702,3,0.3333333333333333,0.6666666666666667
MG,DOM VIÇOSO,3122801,3,0,1
MG,DONA EUSÉBIA,3122900,3,0,1
MG,DORES DE CAMPOS,3123007,3,0,1
MG,DORES DE GUANHÃES,3123106,2,0.5,0.5
MG,DORES DO INDAIÁ,3123205,3,0,1
MG,DORES DO TURVO,3123304,2,0.5,0.5
MG,DORESÓPOLIS,3123403,3,0.3333333333333333,0.6666666666666667
MG,DOURADOQUARA,3123502,2,0,1
MG,DURANDÉ,3123528,2,0,1
MG,ELÓI MENDES,3123601,4,0.25,0.75
MG,ENGENHEIRO CALDAS,3123700,2,0,1
MG,ENGENHEIRO NAVARRO,3123809,3,1,0
MG,ENTRE FOLHAS,3123858,3,0.3333333333333333,0.6666666666666667
MG,ENTRE RIOS DE MINAS,3123908,4,0,1
MG,ERVÁLIA,3124005,2,1,0
MG,ESMERALDAS,3124104,10,0.4,0.6
MG,ESPERA FELIZ,3124203,4,0.5,0.5
MG,ESPINOSA,3124302,5,0.4,0.6
MG,ESPÍRITO SANTO DO DOURADO,3124401,2,0,1
MG,ESTIVA,3124500,2,0,1
MG,ESTRELA DALVA,3124609,2,0,1
MG,ESTRELA DO INDAIÁ,3124708,2,0,1
MG,ESTRELA DO SUL,3124807,2,0.5,0.5
MG,EUGENÓPOLIS,3124906,2,0,1
MG,EWBANK DA CÂMARA,3125002,3,0.6666666666666666,0.33333333333333337
MG,EXTREMA,3125101,3,0.3333333333333333,0.6666666666666667
MG,FAMA,3125200,2,0,1
MG,FARIA LEMOS,3125309,2,0,1
MG,FELÍCIO DOS SANTOS,3125408,2,0,1
MG,FELISBURGO,3125606,4,1,0
MG,FELIXLÂNDIA,3125705,4,1,0
MG,FERNANDES TOURINHO,3125804,2,1,0
MG,FERROS,3125903,4,0.25,0.75
MG,FERVEDOURO,3125952,3,0,1
MG,FLORESTAL,3126000,2,0.5,0.5
MG,FORMIGA,3126109,2,0,1
MG,FORMOSO,3126208,2,0,1
MG,FORTALEZA DE MINAS,3126307,2,0,1
MG,FORTUNA DE MINAS,3126406,2,0.5,0.5
MG,FRANCISCO BADARÓ,3126505,2,1,0
MG,FRANCISCO DUMONT,3126604,3,0.3333333333333333,0.6666666666666667
MG,FRANCISCO SÁ,3126703,3,0.3333333333333333,0.6666666666666667
MG,FRANCISCÓPOLIS,3126752,2,0.5,0.5
MG,FREI GASPAR,3126802,2,1,0
MG,FREI INOCÊNCIO,3126901,5,0.6,0.4
MG,FREI LAGONEGRO,3126950,2,1,0
MG,FRONTEIRA,3127008,3,0,1
MG,FRONTEIRA DOS VALES,3127057,2,1,0
MG,FRUTA DE LEITE,3127073,3,0.6666666666666666,0.33333333333333337
MG,FRUTAL,3127107,7,0.14285714285714285,0.8571428571428572
MG,FUNILÂNDIA,3127206,4,0.75,0.25
MG,GALILÉIA,3127305,3,0.3333333333333333,0.6666666666666667
MG,GAMELEIRAS,3127339,2,1,0
MG,GLAUCILÂNDIA,3127354,3,0.6666666666666666,0.33333333333333337
MG,GOIABEIRA,3127370,2,0.5,0.5
MG,GOIANÁ,3127388,3,0,1
MG,GONÇALVES,3127404,3,0,1
MG,GONZAGA,3127503,2,1,0
MG,GOUVEIA,3127602,2,0.5,0.5
MG,GOVERNADOR VALADARES,3127701,12,0.5,0.5
MG,GRÃO MOGOL,3127800,2,1,0
MG,GRUPIARA,3127909,2,0,1
MG,GUANHÃES,3128006,3,0.6666666666666666,0.33333333333333337
MG,GUAPÉ,3128105,2,0.5,0.5
MG,GUARACIABA,3128204,3,0.3333333333333333,0.6666666666666667
MG,GUARACIAMA,3128253,3,0.6666666666666666,0.33333333333333337
MG,GUARANÉSIA,3128303,2,0,1
MG,GUARANI,3128402,4,0.5,0.5
MG,GUARARÁ,3128501,2,0,1
MG,GUARDA-MOR,3128600,3,0.3333333333333333,0.6666666666666667
MG,GUAXUPÉ,3128709,5,0,1
MG,GUIDOVAL,3128808,3,0.3333333333333333,0.6666666666666667
MG,GUIMARÂNIA,3128907,3,0.3333333333333333,0.6666666666666667
MG,GUIRICEMA,3129004,2,0,1
MG,GURINHATÃ,3129103,3,0,1
MG,HELIODORA,3129202,3,0,1
MG,IAPU,3129301,4,0.5,0.5
MG,IBERTIOGA,3129400,4,0,1
MG,IBIÁ,3129509,5,0,1
MG,IBIAÍ,3129608,5,0.2,0.8
MG,IBIRACATU,3129657,5,1,0
MG,IBIRACI,3129707,6,0.3333333333333333,0.6666666666666667
MG,IBIRITÉ,3129806,6,0.5,0.5
MG,IBITIÚRA DE MINAS,3129905,1,0,1
MG,IBITURUNA,3130002,2,0,1
MG,ICARAÍ DE MINAS,3130051,2,0.5,0.5
MG,IGARAPÉ,3130101,4,0.25,0.75
MG,IGARATINGA,3130200,3,0.3333333333333333,0.6666666666666667
MG,IGUATAMA,3130309,3,0,1
MG,IJACI,3130408,4,0.25,0.75
MG,ILICÍNEA,3130507,4,0.25,0.75
MG,IMBÉ DE MINAS,3130556,4,0.25,0.75
MG,INCONFIDENTES,3130606,5,0,1
MG,INDAIABIRA,3130655,2,0.5,0.5
MG,INDIANÓPOLIS,3130705,3,0.3333333333333333,0.6666666666666667
MG,INGAÍ,3130804,2,0,1
MG,INHAPIM,3130903,3,0.3333333333333333,0.6666666666666667
MG,INHAÚMA,3131000,2,1,0
